tipo_doc,num_doc,monto_6_meses,ingresos_mensuales,canales_usados,tipo_persona,monto_total
CEDULA DE CIUDADANIA,6355419342514110000,63000000,3075263,"CAJERO, SUCURSAL",PERSONA NATURAL,63000000
CEDULA DE CIUDADANIA,8804725585476000000,180000000,9022626,SUCURSAL,PERSONA NATURAL,180000000
CEDULA DE CIUDADANIA,3320991747662170000,79300000,6430481,"SUCURSAL, CAJERO",PERSONA NATURAL,79300000
NIT,5488239422302450000,8067620000,5572032,"SUCURSAL, CAJERO",PERSONA JURIDICA,8433720000
CEDULA DE CIUDADANIA,4571382252064230000,193777258,675190,"CAJERO, SUCURSAL",PERSONA NATURAL,269977258
CEDULA DE CIUDADANIA,7651812496355840000,51272000,6138873,"CAJERO, SUCURSAL",PERSONA NATURAL,194599000
NIT,1296353406317490000,2077700000,9182352,"CAJERO, SUCURSAL",PERSONA JURIDICA,9151317000
CEDULA DE CIUDADANIA,126739500397701000,92650000,9805787,"SUCURSAL, CAJERO",PERSONA NATURAL,106850000
CEDULA DE CIUDADANIA,5152278195011920000,5400000,2349617,CAJERO,PERSONA NATURAL,152300000
CEDULA DE CIUDADANIA,691590381190221000,108800000,4065550,CAJERO,PERSONA NATURAL,109700000
CEDULA DE CIUDADANIA,868359496255980000,51920000,9739957,SUCURSAL,PERSONA NATURAL,91541000
CEDULA DE CIUDADANIA,7599010571114750000,43200000,754348,SUCURSAL,PERSONA NATURAL,72250000
CEDULA DE CIUDADANIA,4818135353881530000,61700000,3068829,"CAJERO, SUCURSAL",PERSONA NATURAL,95400000
CEDULA DE CIUDADANIA,844725904375722000,56250000,4129132,"CAJERO, SUCURSAL",PERSONA NATURAL,56530000
CEDULA DE CIUDADANIA,5174894056533160000,181500000,787043,"CAJERO, SUCURSAL",PERSONA NATURAL,181500000
CEDULA DE CIUDADANIA,409111321069868000,45400000,9280836,"SUCURSAL, CAJERO",PERSONA NATURAL,56850000
CEDULA DE CIUDADANIA,8802256817027760000,92620000,1329599,"SUCURSAL, CAJERO",PERSONA NATURAL,101205000
CEDULA DE CIUDADANIA,6027219603047440000,13729000,4225659,"CAJERO, SUCURSAL",PERSONA NATURAL,146058000
CEDULA DE CIUDADANIA,4378127893733600000,63130000,4617872,"SUCURSAL, CAJERO",PERSONA NATURAL,64830000
CEDULA DE CIUDADANIA,1145769190588140000,103810000,7581396,"SUCURSAL, CORRESPONSAL, CAJERO",PERSONA NATURAL,108542000
CEDULA DE CIUDADANIA,3516487739342490000,60900000,3697915,"SUCURSAL, CAJERO",PERSONA NATURAL,86200000
CEDULA DE CIUDADANIA,1245529569089220000,21420000,3009451,"CAJERO, SUCURSAL",PERSONA NATURAL,168920000
CEDULA DE CIUDADANIA,7978990455492120000,23500000,4746870,"SUCURSAL, CAJERO",PERSONA NATURAL,76550000
CEDULA DE CIUDADANIA,1891369230574830000,50096350,817228,SUCURSAL,PERSONA NATURAL,82378350
CEDULA DE CIUDADANIA,2591039216714590000,56410000,1119593,"CAJERO, SUCURSAL",PERSONA NATURAL,66540000
CEDULA DE CIUDADANIA,3044632936859090000,89738000,4523694,SUCURSAL,PERSONA NATURAL,196940913
REGISTRO CIVIL,7499038992478130000,98350000,7791096,"CAJERO, SUCURSAL",PERSONA NATURAL,117700000
CEDULA DE CIUDADANIA,8339660992922960000,114800000,2649138,"SUCURSAL, CAJERO",PERSONA NATURAL,127256000
CEDULA DE CIUDADANIA,3964154266165140000,39510000,7681536,CAJERO,PERSONA NATURAL,72250000
CEDULA DE CIUDADANIA,2645122194560120000,60450000,4707158,"SUCURSAL, CAJERO",PERSONA NATURAL,68900000
CEDULA DE CIUDADANIA,804159030728010000,43760000,3820362,"CAJERO, SUCURSAL",PERSONA NATURAL,61360000
CEDULA DE CIUDADANIA,303321046963251000,32300000,4173077,"CAJERO, SUCURSAL",PERSONA NATURAL,119936748
NIT,551410620446699000,550500000,9776614,SUCURSAL,PERSONA JURIDICA,1171066666
CEDULA DE CIUDADANIA,609405325385861000,47386000,3415791,"CAJERO, SUCURSAL",PERSONA NATURAL,63270000
CEDULA DE CIUDADANIA,4508105526152000000,43500000,9056315,"SUCURSAL, CAJERO",PERSONA NATURAL,211200000
CEDULA DE CIUDADANIA,3654151680452420000,125000000,5854958,SUCURSAL,PERSONA NATURAL,127900000
CEDULA DE CIUDADANIA,7862971946869840000,32300000,8443581,"CAJERO, SUCURSAL",PERSONA NATURAL,77050000
CEDULA DE CIUDADANIA,3372033556630790000,107300000,9666252,"CAJERO, SUCURSAL",PERSONA NATURAL,108600000
CEDULA DE CIUDADANIA,1654552289868710000,70200000,2623029,"SUCURSAL, CAJERO",PERSONA NATURAL,70500000
NIT,7524693834699750000,2546950000,2344798,"CAJERO, SUCURSAL",PERSONA JURIDICA,2546950000
CEDULA DE CIUDADANIA,6292391735201200000,392530000,6073247,"CAJERO, SUCURSAL",PERSONA NATURAL,522730000
CEDULA DE CIUDADANIA,5934720872087180000,37700000,9753778,"SUCURSAL, CAJERO",PERSONA NATURAL,133900000
CEDULA DE CIUDADANIA,3036073219884290000,19150000,8656037,"CAJERO, SUCURSAL",PERSONA NATURAL,75850000
NIT,1470721894011180000,1294287000,1701296,"SUCURSAL, CAJERO",PERSONA JURIDICA,2060106800
CEDULA DE CIUDADANIA,5800520420891000000,58130000,848020,"CAJERO, SUCURSAL",PERSONA NATURAL,58830000
CEDULA DE CIUDADANIA,463248329149097000,40518600,6457527,"CAJERO, SUCURSAL",PERSONA NATURAL,54724600
CEDULA DE CIUDADANIA,6384531545529430000,6350000,1474748,CAJERO,PERSONA NATURAL,72050000
CEDULA DE CIUDADANIA,1848813753449090000,416880000,2803628,"SUCURSAL, CAJERO",PERSONA NATURAL,429900000
CEDULA DE CIUDADANIA,8445688701649600000,45490000,8489103,"CAJERO, SUCURSAL",PERSONA NATURAL,61530000
CEDULA DE CIUDADANIA,483692658442428000,108900000,3481692,"SUCURSAL, CAJERO",PERSONA NATURAL,115800000
CEDULA DE CIUDADANIA,7184881856128810000,39225200,8297055,"CAJERO, SUCURSAL",PERSONA NATURAL,80250868
CEDULA DE CIUDADANIA,7581485952456160000,50300000,3351956,"SUCURSAL, CAJERO",PERSONA NATURAL,54300000
CEDULA DE CIUDADANIA,336891829781968000,50620000,2421433,"SUCURSAL, CAJERO",PERSONA NATURAL,115470000
CEDULA DE CIUDADANIA,5953285848429440000,28500000,6011363,"CAJERO, SUCURSAL",PERSONA NATURAL,55560000
CEDULA DE CIUDADANIA,2651987594681330000,16500000,5077065,"SUCURSAL, CAJERO",PERSONA NATURAL,103140000
CEDULA DE CIUDADANIA,2692176389107370000,77590000,4283471,"CAJERO, SUCURSAL",PERSONA NATURAL,79890000
CEDULA DE CIUDADANIA,1453611530803930000,33500000,1234636,"SUCURSAL, CAJERO",PERSONA NATURAL,81400000
CEDULA DE CIUDADANIA,6736602333271060000,45600000,6987475,"SUCURSAL, CAJERO",PERSONA NATURAL,59119357
CEDULA DE CIUDADANIA,1445906885650700000,33320000,5569400,"SUCURSAL, CAJERO",PERSONA NATURAL,68228000
CEDULA DE CIUDADANIA,2038797779025210000,232280000,4800578,"SUCURSAL, CAJERO",PERSONA NATURAL,397820000
CEDULA DE CIUDADANIA,8214220517031170000,57000000,139900,"SUCURSAL, CAJERO",PERSONA NATURAL,132000000
CEDULA DE CIUDADANIA,3372618649875010000,70900000,842129,"CAJERO, SUCURSAL",PERSONA NATURAL,98900000
CEDULA DE CIUDADANIA,1062531696091040000,63530000,3158612,"SUCURSAL, CAJERO",PERSONA NATURAL,63740000
CEDULA DE CIUDADANIA,5799428415381120000,298833700,3839424,"CAJERO, SUCURSAL",PERSONA NATURAL,302003700
CEDULA DE CIUDADANIA,1099493479439710000,57390000,6998187,"SUCURSAL, CAJERO",PERSONA NATURAL,89340000
CEDULA DE CIUDADANIA,497328322725141000,81662000,8254751,"SUCURSAL, CAJERO",PERSONA NATURAL,81662000
CEDULA DE CIUDADANIA,4926797370318470000,90752000,5038021,"CAJERO, SUCURSAL",PERSONA NATURAL,456714000
CEDULA DE CIUDADANIA,7876512010980410000,76100000,8145705,"CAJERO, SUCURSAL",PERSONA NATURAL,113200000
CEDULA DE CIUDADANIA,4212164221994930000,268000000,5992675,SUCURSAL,PERSONA NATURAL,268000000
CEDULA DE CIUDADANIA,704758050892174000,60282432,6447121,"CAJERO, SUCURSAL",PERSONA NATURAL,60682432
CEDULA DE CIUDADANIA,6815993107881820000,94400000,162880,"SUCURSAL, CAJERO",PERSONA NATURAL,95900000
CEDULA DE EXTRANJERIA,1259856235098160000,88150000,5714977,"SUCURSAL, CAJERO",PERSONA NATURAL,100185000
CEDULA DE CIUDADANIA,1342798408731350000,33500000,7879159,SUCURSAL,PERSONA NATURAL,55000000
CEDULA DE CIUDADANIA,5545629054712780000,140250000,5554252,SUCURSAL,PERSONA NATURAL,140250000
CEDULA DE CIUDADANIA,8941108643099000000,62800000,2852589,CAJERO,PERSONA NATURAL,86800000
CEDULA DE CIUDADANIA,1933282915039750000,29100000,8284579,SUCURSAL,PERSONA NATURAL,129500000
CEDULA DE CIUDADANIA,5201002620600900000,42961300,1269259,"SUCURSAL, CAJERO",PERSONA NATURAL,70161300
CEDULA DE CIUDADANIA,183233445174397000,255860000,7435522,"CAJERO, SUCURSAL",PERSONA NATURAL,266090000
CEDULA DE CIUDADANIA,3973973816259810000,23568000,9265209,SUCURSAL,PERSONA NATURAL,115704000
CEDULA DE CIUDADANIA,7198286002524980000,38470000,226693,CAJERO,PERSONA NATURAL,60010000
CEDULA DE CIUDADANIA,1164920208368680000,189000000,8497964,"SUCURSAL, CAJERO",PERSONA NATURAL,197000000
CEDULA DE CIUDADANIA,3019060210662400000,24000000,3266849,"CAJERO, SUCURSAL, CORRESPONSAL",PERSONA NATURAL,65933000
CEDULA DE CIUDADANIA,5109869720544460000,77248000,2292767,"CAJERO, SUCURSAL",PERSONA NATURAL,77748000
CEDULA DE CIUDADANIA,4654966887888680000,952826000,8325999,SUCURSAL,PERSONA NATURAL,952826000
CEDULA DE CIUDADANIA,6646807623932200000,47720000,9840609,"CAJERO, SUCURSAL",PERSONA NATURAL,87470000
CEDULA DE CIUDADANIA,660663562266515000,64600000,1258448,"CAJERO, SUCURSAL",PERSONA NATURAL,96600000
CEDULA DE CIUDADANIA,1865541550098880000,157400000,1587510,"SUCURSAL, CAJERO",PERSONA NATURAL,169070000
CEDULA DE CIUDADANIA,5184891186666470000,150570000,1484093,"SUCURSAL, CAJERO",PERSONA NATURAL,151320000
CEDULA DE CIUDADANIA,5779462069671850000,12450000,4902345,CAJERO,PERSONA NATURAL,66950000
CEDULA DE CIUDADANIA,2378870938663430000,91913000,767006,SUCURSAL,PERSONA NATURAL,117801300
CEDULA DE CIUDADANIA,4102042908874480000,82195091,8118047,"CAJERO, SUCURSAL",PERSONA NATURAL,88750973
CEDULA DE CIUDADANIA,9013930688056240000,88300000,5858140,"CAJERO, SUCURSAL",PERSONA NATURAL,129690000
CEDULA DE CIUDADANIA,4422795283568730000,33980000,6168311,CAJERO,PERSONA NATURAL,65650000
CEDULA DE CIUDADANIA,9190436864242520000,64470000,7993453,"CAJERO, SUCURSAL",PERSONA NATURAL,71220000
CEDULA DE CIUDADANIA,1082177458103760000,93130000,4399422,"CAJERO, SUCURSAL",PERSONA NATURAL,109860000
CEDULA DE CIUDADANIA,1075013539134540000,188150000,1570569,"CAJERO, SUCURSAL",PERSONA NATURAL,255650000
CEDULA DE CIUDADANIA,3324095232956740000,36390000,4904697,CAJERO,PERSONA NATURAL,65560000
CEDULA DE CIUDADANIA,7330408967374920000,140000000,6268077,SUCURSAL,PERSONA NATURAL,148200000
CEDULA DE CIUDADANIA,6752288240991010000,11690000,4047042,CAJERO,PERSONA NATURAL,58390000
CEDULA DE CIUDADANIA,1168810967663960000,29300000,3247429,"SUCURSAL, CAJERO",PERSONA NATURAL,54300000
CEDULA DE CIUDADANIA,28966992007488200,55950000,4925033,"CAJERO, SUCURSAL",PERSONA NATURAL,99740000
CEDULA DE CIUDADANIA,8521821320467250000,38531000,9844672,"SUCURSAL, CAJERO",PERSONA NATURAL,59551000
CEDULA DE CIUDADANIA,6819573620070390000,95800000,6311556,"SUCURSAL, CAJERO",PERSONA NATURAL,183309101
CEDULA DE CIUDADANIA,1489162021302620000,69200000,8337945,"SUCURSAL, CAJERO",PERSONA NATURAL,138966622
CEDULA DE CIUDADANIA,7328321324444540000,161900000,1114473,"CAJERO, SUCURSAL",PERSONA NATURAL,185700000
CEDULA DE CIUDADANIA,5337744600756750000,186000000,8261992,"SUCURSAL, CAJERO",PERSONA NATURAL,189200000
CEDULA DE CIUDADANIA,2469355427046910000,44150000,2971815,"SUCURSAL, CAJERO",PERSONA NATURAL,164200000
CEDULA DE CIUDADANIA,1763255668494170000,879550000,4803102,"CAJERO, SUCURSAL",PERSONA NATURAL,1038020000
CEDULA DE EXTRANJERIA,8067707225194360000,474223728,106828,SUCURSAL,PERSONA NATURAL,867053828
CEDULA DE CIUDADANIA,4619805023013830000,487634000,1956417,"SUCURSAL, CAJERO",PERSONA NATURAL,578938744
CEDULA DE CIUDADANIA,180490238536802000,90750000,9278341,"CAJERO, SUCURSAL",PERSONA NATURAL,118130000
CEDULA DE CIUDADANIA,5461360633719750000,100500000,3842790,"SUCURSAL, CAJERO",PERSONA NATURAL,115130000
NIT,3749296051884450000,1772419000,9502501,SUCURSAL,PERSONA JURIDICA,3100420000
CEDULA DE CIUDADANIA,2808500377564270000,123431626,3011330,"CAJERO, SUCURSAL",PERSONA NATURAL,129931626
CEDULA DE CIUDADANIA,7582219329451420000,42561000,9662350,"SUCURSAL, CAJERO",PERSONA NATURAL,62431000
CEDULA DE CIUDADANIA,7888184251770780000,124400000,6592666,"SUCURSAL, CAJERO",PERSONA NATURAL,187900000
CEDULA DE CIUDADANIA,6183977527580700000,90830000,3255321,SUCURSAL,PERSONA NATURAL,124628000
CEDULA DE CIUDADANIA,4814633426390590000,30100000,7816572,"CAJERO, SUCURSAL",PERSONA NATURAL,153110000
CEDULA DE CIUDADANIA,12276779611124600,499605080,3827545,"SUCURSAL, CAJERO",PERSONA NATURAL,509319356
CEDULA DE CIUDADANIA,4637962640539360000,104560000,6671717,"SUCURSAL, CAJERO",PERSONA NATURAL,203160000
CEDULA DE CIUDADANIA,7391001012984710000,54840000,9440230,"SUCURSAL, CAJERO",PERSONA NATURAL,90040000
CEDULA DE CIUDADANIA,9052886470045450000,221414061,9514036,SUCURSAL,PERSONA NATURAL,311414061
NIT,867251988815077000,4793880822,5213347,SUCURSAL,PERSONA JURIDICA,5323880822
CEDULA DE CIUDADANIA,1722940566577600000,6000000,1930514,SUCURSAL,PERSONA NATURAL,72000000
CEDULA DE CIUDADANIA,1188497312879190000,83695746,6097777,"CAJERO, SUCURSAL",PERSONA NATURAL,102095746
CEDULA DE CIUDADANIA,5740094209608330000,79300000,635808,"CAJERO, SUCURSAL",PERSONA NATURAL,81700000
NIT,3284084516025570000,645687079,705418,"SUCURSAL, CAJERO",PERSONA JURIDICA,1345000015
CEDULA DE CIUDADANIA,1909330237285050000,87260000,8960850,"SUCURSAL, CAJERO",PERSONA NATURAL,89050000
CEDULA DE CIUDADANIA,5917204583210300000,113100000,6004552,"CAJERO, SUCURSAL",PERSONA NATURAL,486400000
CEDULA DE CIUDADANIA,3394772704990930000,42900000,9877319,"CAJERO, SUCURSAL",PERSONA NATURAL,55200000
CEDULA DE CIUDADANIA,3212532081827800000,79430000,5478293,"SUCURSAL, CAJERO",PERSONA NATURAL,85030000
CEDULA DE CIUDADANIA,5308334157440950000,27504000,8524898,SUCURSAL,PERSONA NATURAL,151928000
CEDULA DE CIUDADANIA,5650369631258430000,40500000,4392630,SUCURSAL,PERSONA NATURAL,60500000
CEDULA DE CIUDADANIA,327944098020890000,66747000,7480683,"SUCURSAL, CAJERO",PERSONA NATURAL,67337000
CEDULA DE CIUDADANIA,7279323906601420000,171872875,3461285,SUCURSAL,PERSONA NATURAL,172072875
CEDULA DE CIUDADANIA,2138879926241040000,643200000,3970234,"SUCURSAL, CAJERO",PERSONA NATURAL,652200000
CEDULA DE CIUDADANIA,3457592092804180000,48440000,7358889,"CAJERO, SUCURSAL",PERSONA NATURAL,60650000
CEDULA DE CIUDADANIA,4419315687970640000,43146000,3235494,"CAJERO, CORRESPONSAL, SUCURSAL",PERSONA NATURAL,63131000
CEDULA DE CIUDADANIA,2696575561474920000,113549400,8316716,"CAJERO, SUCURSAL",PERSONA NATURAL,170349400
CEDULA DE CIUDADANIA,1630029674191480000,31125688,5686354,"CAJERO, SUCURSAL",PERSONA NATURAL,103875688
CEDULA DE CIUDADANIA,1498094158035140000,62760000,4385270,"CAJERO, SUCURSAL",PERSONA NATURAL,296201362
CEDULA DE CIUDADANIA,8658326391155510000,56856000,2698757,"SUCURSAL, CAJERO",PERSONA NATURAL,109796000
CEDULA DE CIUDADANIA,1023392830572340000,61000000,4373223,"CAJERO, SUCURSAL",PERSONA NATURAL,61860000
CEDULA DE CIUDADANIA,7635477707520070000,52170000,3973225,"SUCURSAL, CAJERO",PERSONA NATURAL,92770000
CEDULA DE CIUDADANIA,5998950388064710000,97300000,9104671,"CAJERO, SUCURSAL",PERSONA NATURAL,103200000
CEDULA DE CIUDADANIA,8049862673251770000,102040000,5858555,"CAJERO, SUCURSAL",PERSONA NATURAL,128480000
CEDULA DE CIUDADANIA,5193286622380890000,133182234,842649,"SUCURSAL, CAJERO",PERSONA NATURAL,182172234
CEDULA DE CIUDADANIA,4089783094277010000,51544550,6208921,"SUCURSAL, CAJERO",PERSONA NATURAL,129344550
CEDULA DE CIUDADANIA,1848399793296130000,88585180,5273728,"SUCURSAL, CAJERO",PERSONA NATURAL,130985180
CEDULA DE CIUDADANIA,3468985342615830000,58479000,6666086,SUCURSAL,PERSONA NATURAL,313261600
CEDULA DE CIUDADANIA,460236243250886000,58353000,6834931,"SUCURSAL, CAJERO",PERSONA NATURAL,63449000
CEDULA DE CIUDADANIA,705100234712633000,87498866,3746015,SUCURSAL,PERSONA NATURAL,120033616
CEDULA DE CIUDADANIA,3172718513088840000,213100000,479729,"CAJERO, SUCURSAL",PERSONA NATURAL,214800000
CEDULA DE CIUDADANIA,5354062454251900000,30900000,1141214,"CAJERO, SUCURSAL",PERSONA NATURAL,131460000
CEDULA DE CIUDADANIA,2371032184898950000,46720000,8190712,"CAJERO, SUCURSAL",PERSONA NATURAL,57620000
CEDULA DE CIUDADANIA,4795422253125270000,108580000,6806434,"SUCURSAL, CAJERO",PERSONA NATURAL,187650000
CEDULA DE CIUDADANIA,3007591182205810000,50000000,1366121,SUCURSAL,PERSONA NATURAL,70000000
CEDULA DE CIUDADANIA,5397385610573440000,22470000,7092393,"SUCURSAL, CAJERO",PERSONA NATURAL,132750000
CEDULA DE CIUDADANIA,2786937845345560000,98300000,9896440,"SUCURSAL, CAJERO",PERSONA NATURAL,136750000
CEDULA DE CIUDADANIA,8774210408357000000,19074500,6807099,"SUCURSAL, CAJERO",PERSONA NATURAL,57504500
CEDULA DE CIUDADANIA,2548989399979410000,77420000,8752548,"CAJERO, SUCURSAL",PERSONA NATURAL,77900000
CEDULA DE CIUDADANIA,4797412468453230000,29049680,3803849,"CAJERO, SUCURSAL",PERSONA NATURAL,67213680
CEDULA DE CIUDADANIA,8885322342295970000,60070000,9045992,"CAJERO, SUCURSAL",PERSONA NATURAL,64650000
CEDULA DE CIUDADANIA,6428565855287690000,57753344,7041249,SUCURSAL,PERSONA NATURAL,88753344
CEDULA DE CIUDADANIA,1101705109137210000,225500000,6565109,"SUCURSAL, CAJERO",PERSONA NATURAL,333000000
CEDULA DE CIUDADANIA,7611741115124850000,65500000,3311485,"SUCURSAL, CAJERO",PERSONA NATURAL,101100000
CEDULA DE CIUDADANIA,1034893507098810000,105700000,8574460,"CAJERO, SUCURSAL",PERSONA NATURAL,217900000
CEDULA DE CIUDADANIA,9060363277232850000,80510000,7068502,"SUCURSAL, CAJERO",PERSONA NATURAL,97010000
CEDULA DE CIUDADANIA,5510006551768280000,37380000,3349176,"SUCURSAL, CAJERO",PERSONA NATURAL,78480000
CEDULA DE CIUDADANIA,6702758938981310000,19829000,3479163,"SUCURSAL, CAJERO",PERSONA NATURAL,73313000
CEDULA DE CIUDADANIA,2591469337096880000,61090000,5453968,"CAJERO, SUCURSAL",PERSONA NATURAL,62140000
CEDULA DE CIUDADANIA,2037804422869250000,57150000,8443581,SUCURSAL,PERSONA NATURAL,57150000
CEDULA DE CIUDADANIA,3832646436687420000,59830000,9691280,"SUCURSAL, CAJERO",PERSONA NATURAL,79940000
CEDULA DE CIUDADANIA,3608641134045640000,901600000,6503233,"SUCURSAL, CAJERO",PERSONA NATURAL,901600000
CEDULA DE CIUDADANIA,6481493247101570000,71309500,8718297,"SUCURSAL, CAJERO",PERSONA NATURAL,100389500
CEDULA DE CIUDADANIA,4693418904693520000,129260000,3867489,CAJERO,PERSONA NATURAL,188480000
CEDULA DE CIUDADANIA,1931731031049160000,42000000,3290039,"SUCURSAL, CAJERO",PERSONA NATURAL,63500000
CEDULA DE CIUDADANIA,7537500740321030000,43320000,6629895,"CORRESPONSAL, CAJERO",PERSONA NATURAL,60600000
CEDULA DE CIUDADANIA,8643615846931080000,260000000,1158499,SUCURSAL,PERSONA NATURAL,260000000
CEDULA DE CIUDADANIA,1025628263671760000,5150000,1307386,"SUCURSAL, CAJERO",PERSONA NATURAL,361030633
CEDULA DE CIUDADANIA,8002061894176350000,51380000,3415236,"CAJERO, SUCURSAL",PERSONA NATURAL,59370000
CEDULA DE CIUDADANIA,5383082980243510000,34450000,8234359,"SUCURSAL, CAJERO",PERSONA NATURAL,136752000
CEDULA DE CIUDADANIA,1482583946956520000,1080566082,8403027,"SUCURSAL, CAJERO",PERSONA NATURAL,2125866082
CEDULA DE CIUDADANIA,1461585135965040000,56700000,3854779,CAJERO,PERSONA NATURAL,78300000
CEDULA DE CIUDADANIA,1167361036903240000,72400000,9260825,"SUCURSAL, CAJERO",PERSONA NATURAL,120400000
CEDULA DE EXTRANJERIA,4823266218658140000,152902000,1141214,"SUCURSAL, CAJERO",PERSONA NATURAL,157802000
CEDULA DE CIUDADANIA,2561769856719360000,15980000,1667586,"SUCURSAL, CAJERO",PERSONA NATURAL,70400000
CEDULA DE CIUDADANIA,9062970163847750000,40970000,3370812,"CAJERO, SUCURSAL",PERSONA NATURAL,57670000
CEDULA DE CIUDADANIA,619542018362291000,18800000,5343291,CAJERO,PERSONA NATURAL,65140000
CEDULA DE CIUDADANIA,6102758591525200000,60100000,7132477,"SUCURSAL, CAJERO",PERSONA NATURAL,60100000
CEDULA DE CIUDADANIA,7786189379792760000,42950000,9644892,"CAJERO, SUCURSAL",PERSONA NATURAL,68350000
CEDULA DE CIUDADANIA,1962161484754720000,88000000,3068829,"SUCURSAL, CAJERO",PERSONA NATURAL,88000000
CEDULA DE CIUDADANIA,1628252432335170000,74210000,9954335,"SUCURSAL, CAJERO",PERSONA NATURAL,206837000
CEDULA DE CIUDADANIA,3717607965235140000,50280000,7541599,"CORRESPONSAL, CAJERO, SUCURSAL",PERSONA NATURAL,63880000
CEDULA DE CIUDADANIA,8245766732034200000,193460000,8279002,"SUCURSAL, CAJERO",PERSONA NATURAL,245180000
CEDULA DE CIUDADANIA,3327701821086540000,62700000,9740112,"CAJERO, SUCURSAL",PERSONA NATURAL,62750000
CEDULA DE CIUDADANIA,4912021879746390000,44953500,6999832,"SUCURSAL, CAJERO",PERSONA NATURAL,85753500
CEDULA DE CIUDADANIA,6877592685287290000,32570000,2954675,"SUCURSAL, CAJERO",PERSONA NATURAL,96970000
CEDULA DE CIUDADANIA,2174794180230550000,82800000,1100053,SUCURSAL,PERSONA NATURAL,82800000
CEDULA DE CIUDADANIA,610968174101972000,145055000,7588821,"SUCURSAL, CAJERO",PERSONA NATURAL,145055000
CEDULA DE CIUDADANIA,2427504447046720000,58000000,3778157,"CAJERO, SUCURSAL",PERSONA NATURAL,110500000
CEDULA DE CIUDADANIA,592634765912837000,44600000,6457527,"CAJERO, SUCURSAL",PERSONA NATURAL,60810000
CEDULA DE CIUDADANIA,3541417338626030000,73140000,7663966,"SUCURSAL, CAJERO",PERSONA NATURAL,91140000
CEDULA DE CIUDADANIA,4522242645819770000,194900000,2165946,SUCURSAL,PERSONA NATURAL,194900000
CEDULA DE CIUDADANIA,872856771558115000,118050000,7796233,"SUCURSAL, CAJERO",PERSONA NATURAL,118050000
CEDULA DE CIUDADANIA,7099559504362320000,14300000,6097802,CAJERO,PERSONA NATURAL,69200000
CEDULA DE CIUDADANIA,8510324115896200000,48101129,706354,"SUCURSAL, CAJERO",PERSONA NATURAL,77931129
CEDULA DE CIUDADANIA,9099778420482860000,60000000,813212,SUCURSAL,PERSONA NATURAL,74000000
CEDULA DE CIUDADANIA,1417250463629030000,69900000,4807581,"CAJERO, SUCURSAL",PERSONA NATURAL,119900000
CEDULA DE CIUDADANIA,3817453085341060000,94890000,4543207,"SUCURSAL, CAJERO",PERSONA NATURAL,134890000
CEDULA DE CIUDADANIA,5925851103702210000,69800000,4664969,"CAJERO, SUCURSAL",PERSONA NATURAL,70000000
CEDULA DE CIUDADANIA,1415233066028550000,44460000,2864245,"CAJERO, SUCURSAL",PERSONA NATURAL,58178000
CEDULA DE CIUDADANIA,1966875079149440000,64540000,7997281,"CAJERO, SUCURSAL",PERSONA NATURAL,84540000
CEDULA DE CIUDADANIA,7872026594858580000,19600000,3522267,"SUCURSAL, CAJERO",PERSONA NATURAL,92100000
CEDULA DE CIUDADANIA,3050102290033090000,25900000,9791067,"CAJERO, SUCURSAL",PERSONA NATURAL,135400000
CEDULA DE CIUDADANIA,8982196488361150000,3934186508,2827536,SUCURSAL,PERSONA NATURAL,5705070418
CEDULA DE CIUDADANIA,2049255815187640000,104283626,2589900,"SUCURSAL, CAJERO",PERSONA NATURAL,124283626
CEDULA DE CIUDADANIA,5402452119385120000,36514650,9938225,"SUCURSAL, CAJERO",PERSONA NATURAL,78694650
CEDULA DE CIUDADANIA,4745305367177500000,89800000,3213925,"SUCURSAL, CAJERO",PERSONA NATURAL,94400000
CEDULA DE CIUDADANIA,32973329835424600,62150000,7707236,"SUCURSAL, CAJERO",PERSONA NATURAL,64170000
CEDULA DE CIUDADANIA,6316194097543190000,419600000,5549686,"SUCURSAL, CAJERO",PERSONA NATURAL,428000000
CEDULA DE CIUDADANIA,2077093909889990000,48100000,6864135,SUCURSAL,PERSONA NATURAL,72100000
CEDULA DE CIUDADANIA,3993113807999640000,98586000,9103235,"SUCURSAL, CAJERO",PERSONA NATURAL,158368107
CEDULA DE CIUDADANIA,6125592556541660000,1054880822,4613983,SUCURSAL,PERSONA NATURAL,1301880822
CEDULA DE CIUDADANIA,8581569707577150000,4600000,1896681,CAJERO,PERSONA NATURAL,60016300
CEDULA DE CIUDADANIA,8638096205328600000,155654914,1003910,"CAJERO, SUCURSAL",PERSONA NATURAL,170254914
CEDULA DE CIUDADANIA,6772327296801460000,91860000,4256320,"SUCURSAL, CAJERO",PERSONA NATURAL,151260000
CEDULA DE CIUDADANIA,8639594066335890000,37800000,7155536,CAJERO,PERSONA NATURAL,61800000
CEDULA DE CIUDADANIA,616902069502602000,151826382,1348549,SUCURSAL,PERSONA NATURAL,151826382
CEDULA DE CIUDADANIA,5947846626786810000,121000000,8486971,"SUCURSAL, CAJERO",PERSONA NATURAL,208500000
CEDULA DE CIUDADANIA,6395957788966430000,56500000,5160614,"CAJERO, SUCURSAL",PERSONA NATURAL,59500000
CEDULA DE CIUDADANIA,2455121206284110000,69810000,2360024,"SUCURSAL, CAJERO",PERSONA NATURAL,84260000
